outcome	exposure	method	nsnp	b	se	pval	OR	UCI	LCI	study	FDR
AVS (Chen)	EPHB1  (Fenland)	Wald ratio	1	-0.0836818269871669	0.0683449679696628	0.2208	0.919723840851788	1.05155951035145	0.804416616562624	Fenland	0.817038781117422
AVS (Chen)	Siglec-3  (Fenland)	Wald ratio	1	-0.0147324236674462	0.0158061228651499	0.3513	0.985375567511738	1.01638028679237	0.955316648371232	Fenland	0.886072573635925
AVS (Chen)	CLIC5  (Fenland)	Wald ratio	1	-0.0355975511857477	0.0435590712461982	0.4138	0.965028589954902	1.05103798021288	0.886057589699776	Fenland	0.901137273111017
AVS (Chen)	ADAMTS-5  (Fenland)	Wald ratio	1	0.0361867793126401	0.0267173967454545	0.1756	1.03684949044115	1.09259202399913	0.983950863830341	Fenland	0.774062654575433
AVS (Chen)	ISOC1  (Fenland)	Wald ratio	1	0.117609897508204	0.336747789282336	0.7269	1.12480523644429	2.1763204080523	0.58134216600246	Fenland	0.979967667014614
AVS (Chen)	SHPS1  (Fenland)	Wald ratio	1	0.00259817150918724	0.0123596009957553	0.8335	1.00260154968184	1.027185963929	0.97860553271141	Fenland	0.988384430176565
AVS (Chen)	RIR2B  (Fenland)	Wald ratio	1	0.0212160572562219	0.0587485920278207	0.718	1.02144271790941	1.14609819272806	0.910345407217415	Fenland	0.978642536327609
AVS (Chen)	MCF2L  (Fenland)	Wald ratio	1	0.0704966358966968	0.0365409795919587	0.0537000000000001	1.073040959604	1.15271145705589	0.998876946993033	Fenland	0.674059124087593
AVS (Chen)	KI2L4  (Fenland)	Wald ratio	1	0.0320231894522882	0.0539909649807558	0.5531	1.03254144909817	1.14779817973119	0.928858280952693	Fenland	0.948629322465994
AVS (Chen)	STAT6  (Fenland)	Wald ratio	1	0.0300654548602278	0.170341109221016	0.8599	1.03052198441846	1.43897928002874	0.738006151380138	Fenland	0.988817859516951
AVS (Chen)	PGCB  (Fenland)	Wald ratio	1	-0.00630658122145694	0.0784166085754305	0.9359	0.993713263522483	1.15880577625385	0.852141118326793	Fenland	0.996933464374753
AVS (Chen)	NT5C  (Fenland)	Wald ratio	1	-0.0327264296154587	0.0287566072177041	0.2551	0.967803285693797	1.02391807704507	0.914763808548798	Fenland	0.835855646687697
AVS (Chen)	Aminopeptidase  (Fenland)	Wald ratio	1	0.0700328820051504	0.0676829736342996	0.3008	1.07254344805357	1.22469460433061	0.939294942506426	Fenland	0.859071997786386
AVS (Chen)	Factor B  (Fenland)	Wald ratio	1	-0.0747601028199193	0.0326852817920876	0.02218	0.92796607607302	0.989360058412714	0.870381850389132	Fenland	0.610618148148148
AVS (Chen)	Adiponectin  (Fenland)	Inverse variance weighted	2	-0.0132924694372626	0.0551008873635227	0.809370075966278	0.986795485291457	1.0993348002033	0.88577686216385	Fenland	0.987182264760148
AVS (Chen)	HEM4  (Fenland)	Wald ratio	1	0.0651541214691184	0.0714902396594059	0.3621	1.06732350917581	1.22786266997281	0.927774335923568	Fenland	0.887631310894597
AVS (Chen)	vWF  (Fenland)	Wald ratio	1	0.0235548830376134	0.062709472225345	0.7072	1.02383449035153	1.15773492876396	0.905420608456996	Fenland	0.977502008569898
AVS (Chen)	LANC1  (Fenland)	Wald ratio	1	-0.0124060010435297	0.11541504770375	0.9144	0.98767063613972	1.23838423353769	0.787714555042377	Fenland	0.996209566486036
AVS (Chen)	PSMD9  (Fenland)	Wald ratio	1	-0.349354787452562	0.139551091962197	0.0123	0.705142910028337	0.926969470879045	0.536400107213575	Fenland	0.502150415138838
AVS (Chen)	SCG3  (Fenland)	Wald ratio	1	-0.0189271861647862	0.0308476765453907	0.5395	0.981250808276302	1.04240887402617	0.923680882554273	Fenland	0.946089827077148
AVS (Chen)	CRGD  (Fenland)	Wald ratio	1	0.0409240041839636	0.0573779631764185	0.4757	1.04177293215299	1.16577349628178	0.930962014171842	Fenland	0.926345104633782
AVS (Chen)	Cathepsin D  (Fenland)	Wald ratio	1	0.0505968695008583	0.0516309402289365	0.3271	1.05189875532719	1.1639198765367	0.950659073501963	Fenland	0.875135075012933
AVS (Chen)	MMP-12  (Fenland)	Wald ratio	1	-0.0248321659587708	0.0319688775914238	0.4373	0.975473615969482	1.03855137564393	0.916226965529359	Fenland	0.91770862667962
AVS (Chen)	NAG  (Fenland)	Wald ratio	1	0.0169263167926564	0.0272365732408562	0.5343	1.01707037855664	1.07284071069959	0.964199199956533	Fenland	0.946089827077148
AVS (Chen)	CHST4  (Fenland)	Wald ratio	1	0.00913948855936554	0.093221401753439	0.9219	1.00918138121348	1.21149294269585	0.840654554637078	Fenland	0.996209566486036
AVS (Chen)	CO8G  (Fenland)	Wald ratio	1	0.00961890979486251	0.0382604171951177	0.8015	1.00966532019414	1.08829181794912	0.936719400062974	Fenland	0.987182264760148
AVS (Chen)	B7-H1  (Fenland)	Wald ratio	1	0.00846086132503632	0.061513390615116	0.8906	1.00849675557289	1.13772096387103	0.893950044253849	Fenland	0.992286144578313
AVS (Chen)	PCOC1  (Fenland)	Wald ratio	1	0.137301972931634	0.0697832692283793	0.04912	1.14717451187203	1.31531631524899	1.00052690400919	Fenland	0.669795577625092
AVS (Chen)	CBPZ  (Fenland)	Wald ratio	1	-0.0958564897788281	0.128417737522084	0.4554	0.908594399296018	1.16864186540815	0.706412979774409	Fenland	0.921652732240437
AVS (Chen)	TS101  (Fenland)	Wald ratio	1	-0.0278584615454785	0.0550939883847044	0.6131	0.972526006888331	1.08342330575222	0.872979959958947	Fenland	0.969804107088531
AVS (Chen)	PLEK  (Fenland)	Wald ratio	1	-0.0208270869609194	0.111939234207005	0.8524	0.979388298936187	1.2196620498905	0.786448541363758	Fenland	0.988817859516951
AVS (Chen)	RAR-responsive protein TIG1  (Fenland)	Wald ratio	1	0.0159906252023054	0.0287592959471798	0.5782	1.01611915944989	1.07504104823877	0.960426718489199	Fenland	0.95871554770318
AVS (Chen)	I5P2  (Fenland)	Wald ratio	1	-0.0132974624107108	0.0497139506771503	0.7891	0.9867905582601	1.0877832185407	0.895174322672126	Fenland	0.987182264760148
AVS (Chen)	UGT 1A6  (Fenland)	Wald ratio	1	0.0770709232358335	0.0623200279060378	0.2162	1.08011867918792	1.22044821172088	0.95592451193454	Fenland	0.811300208651393
AVS (Chen)	SCGF-beta  (Fenland)	Inverse variance weighted	2	0.0199116331389809	0.0448675718898881	0.657196781325604	1.02011119201984	1.11388296099601	0.934233560008517	Fenland	0.977502008569898
AVS (Chen)	TPSNR  (Fenland)	Wald ratio	1	-0.00827512050227708	0.0120680711176945	0.4929	0.991759024059021	1.01549715340527	0.968575794136145	Fenland	0.931934317557639
AVS (Chen)	RSPO4  (Fenland)	Inverse variance weighted	2	0.0398564302465752	0.118488202226714	0.736588346115471	1.0406613559724	1.31270948006971	0.824992943417159	Fenland	0.982375637393768
AVS (Chen)	PPID  (Fenland)	Wald ratio	1	-0.0192351503625248	0.032291970409199	0.5514	0.980948664685443	1.04504203724825	0.920786196583947	Fenland	0.947620512820513
AVS (Chen)	KCAB2  (Fenland)	Wald ratio	1	0.0698421193224882	0.0891153058645157	0.4332	1.07233886630205	1.27699302985489	0.900483101550401	Fenland	0.91668531583265
AVS (Chen)	C5b, 6 Complex  (Fenland)	Wald ratio	1	-0.473604439274384	0.14505908769163	0.001095	0.622753540695958	0.827547619304934	0.468640067836927	Fenland	0.17653453125
AVS (Chen)	AMPE  (Fenland)	Wald ratio	1	0.032484027345634	0.0422795633329647	0.4423	1.03301739298243	1.12226837452336	0.950864301649262	Fenland	0.91770862667962
AVS (Chen)	Angiostatin  (Fenland)	Inverse variance weighted	2	0.247440603422365	0.0539213081347707	4.45543775883895e-06	1.28074328835632	1.42351101740674	1.15229411687867	Fenland	0.00574640084946254
AVS (Chen)	Proteinase-3  (Fenland)	Wald ratio	1	0.0589844468060095	0.0391797551389744	0.1322	1.06075874242536	1.14542616799367	0.982349749877596	Fenland	0.729680743582208
AVS (Chen)	RSPO3  (Fenland)	Wald ratio	1	-0.0707532824498859	0.0411155678455644	0.08528	0.931691728474807	1.00988173559553	0.859555575976906	Fenland	0.701238625547328
AVS (Chen)	GRAN  (Fenland)	Wald ratio	1	-0.00238740770257237	0.0353140207350544	0.9461	0.997615439888626	1.06911165314747	0.930900493857861	Fenland	0.99753443345862
AVS (Chen)	DLL1  (Fenland)	Wald ratio	1	-0.10765000236035	0.10562030635171	0.3081	0.897941818955834	1.10447023877698	0.730032808419132	Fenland	0.865662711864407
AVS (Chen)	ECP  (Fenland)	Wald ratio	1	0.0625752659990897	0.0425616053062778	0.1415	1.06457458217208	1.15719157362378	0.979370284781656	Fenland	0.751725126135217
AVS (Chen)	DcR3  (Fenland)	Wald ratio	1	-0.26871638401404	0.137775924614678	0.0511300000000001	0.764360009627058	1.00132530567313	0.583472944313861	Fenland	0.669795577625092
AVS (Chen)	ILT-4  (Fenland)	Wald ratio	1	0.00895180869168903	0.0211973306512297	0.6728	1.00899199595785	1.05179536640522	0.967930531379403	Fenland	0.977502008569898
AVS (Chen)	C1QC  (Fenland)	Inverse variance weighted	2	-0.0206015872994212	0.0607637725747733	0.734576648472635	0.979609175568939	1.10350933590603	0.869620315510019	Fenland	0.982322809745982
AVS (Chen)	AT1B2  (Fenland)	Wald ratio	1	0.0809241292552362	0.0798921939653019	0.3111	1.08428862766018	1.26809126557097	0.927127139814998	Fenland	0.865662711864407
AVS (Chen)	LRIG3  (Fenland)	Wald ratio	1	-0.0771658551499113	0.088454200586227	0.383	0.925736302739977	1.10098405792008	0.778383388974455	Fenland	0.887631310894597
AVS (Chen)	SEM4D  (Fenland)	Wald ratio	1	0.00208097516989193	0.0170927279247606	0.9031	1.00208314190143	1.03622336295069	0.969067731134365	Fenland	0.995366695114146
AVS (Chen)	MANS4  (Fenland)	Wald ratio	1	-0.0385687200694692	0.022928948973366	0.0925500000000001	0.962165582382215	1.00639236442616	0.919882384490039	Fenland	0.706492352112677
AVS (Chen)	DERM  (Fenland)	Wald ratio	1	0.0177761650049296	0.0354943403006959	0.6165	1.01793510138914	1.09127318256767	0.94952564325099	Fenland	0.969804107088531
AVS (Chen)	Amylase, alpha 1A  (Fenland)	Inverse variance weighted	2	-0.0241905827612322	0.0346030489211485	0.484496920049057	0.976099664260688	1.04459723819005	0.912093694810707	Fenland	0.929195353159851
AVS (Chen)	CBLN1  (Fenland)	Inverse variance weighted	2	0.0322368967550239	0.0181526570107392	0.075753095664418	1.0327621343264	1.07016849120845	0.996663268317685	Fenland	0.688199700704225
AVS (Chen)	GRHPR  (Fenland)	Wald ratio	1	-0.0103271861562063	0.0360303919495093	0.7744	0.989725956136636	1.06214705389853	0.922242795529287	Fenland	0.987182264760148
AVS (Chen)	Lefty-A  (Fenland)	Wald ratio	1	-0.0659073198877647	0.0378890477200683	0.08195	0.936217629025809	1.00839021585683	0.869210584469964	Fenland	0.697185057471264
AVS (Chen)	PD-L2  (Fenland)	Inverse variance weighted	2	-0.00770348089065873	0.0295165126326506	0.79410110047242	0.992326114872697	1.0514276253366	0.936546743236935	Fenland	0.987182264760148
AVS (Chen)	TCEA2  (Fenland)	Wald ratio	1	-0.0160668827636396	0.0627451240042196	0.7979	0.984061501101448	1.11283805691685	0.870186845184782	Fenland	0.987182264760148
AVS (Chen)	IL-1 sRII  (Fenland)	Wald ratio	1	0.0530120778760631	0.0350760407145957	0.1307	1.05444238046683	1.1294842557277	0.984386217059948	Fenland	0.729680743582208
AVS (Chen)	PGM2  (Fenland)	Wald ratio	1	0.13955589175807	0.106075752012391	0.1883	1.14976306620136	1.41547387029879	0.93393112804104	Fenland	0.779646629213483
AVS (Chen)	SEPR  (Fenland)	Wald ratio	1	-0.0206473066237429	0.0575358639004214	0.7197	0.979564389523134	1.09649966857775	0.875099574326771	Fenland	0.979806394619517
AVS (Chen)	MMAB  (Fenland)	Wald ratio	1	0.00793335400275604	0.0224580983819255	0.7239	1.00796490643931	1.05332436729348	0.964558766663505	Fenland	0.979858851209333
AVS (Chen)	FGR  (Fenland)	Wald ratio	1	0.171458694111516	0.0632247055448367	0.00669000000000001	1.18703511017974	1.34363565723009	1.04868633488352	Fenland	0.396709310344828
AVS (Chen)	Glypican 1  (Fenland)	Wald ratio	1	-0.0450881635828645	0.0482838958772526	0.3504	0.95591320138518	1.05079631538393	0.869597690060985	Fenland	0.886072573635925
AVS (Chen)	NDST1  (Fenland)	Wald ratio	1	0.0569957506793032	0.0764752016175058	0.4561	1.05865131183701	1.2298437709749	0.911288593319308	Fenland	0.921652732240437
AVS (Chen)	gp130, soluble  (Fenland)	Wald ratio	1	0.00264741848892315	0.052005476581462	0.9594	1.00265092599585	1.11024215877439	0.905486133322575	Fenland	0.99753443345862
AVS (Chen)	GLYAT  (Fenland)	Wald ratio	1	0.0660772340348783	0.107058938680144	0.5371	1.06830922381164	1.31773289188771	0.866097070739505	Fenland	0.946089827077148
AVS (Chen)	PTN  (Fenland)	Wald ratio	1	0.0194944789907107	0.0832707861503439	0.8149	1.01968573715069	1.20046048399141	0.866133468293309	Fenland	0.987182264760148
AVS (Chen)	resistin  (Fenland)	Inverse variance weighted	2	0.0767031079957204	0.071818272448571	0.285513018621177	1.0797214681312	1.24292431537093	0.937948058724307	Fenland	0.849927419354839
AVS (Chen)	Kallistatin  (Fenland)	Inverse variance weighted	2	-0.00296270586530438	0.0272549730657803	0.913437814113591	0.997041678616672	1.05175168054548	0.945177580684424	Fenland	0.996209566486036
AVS (Chen)	FTCD  (Fenland)	Wald ratio	1	-0.0308689144523719	0.0733097018124471	0.6737	0.969602665642252	1.11942829165323	0.839829881226361	Fenland	0.977502008569898
AVS (Chen)	Afamin  (Fenland)	Wald ratio	1	-0.0559037920037756	0.0410933203763996	0.1737	0.945630108692097	1.02494516739388	0.872452820806741	Fenland	0.774062654575433
AVS (Chen)	RIFK  (Fenland)	Wald ratio	1	-0.0564070950980272	0.0738041625998945	0.4447	0.945154289882959	1.09226013039087	0.817860697125767	Fenland	0.919701680672269
AVS (Chen)	IMA7  (Fenland)	Wald ratio	1	-0.086505798001269	0.0868621589217248	0.3193	0.917130231247046	1.08735053285866	0.773557225245403	Fenland	0.866614353312303
AVS (Chen)	TRDMT  (Fenland)	Wald ratio	1	0.00647489189131715	0.026420270761847	0.8064	1.00649589931962	1.05998909738426	0.955702278303687	Fenland	0.987182264760148
AVS (Chen)	D-dimer  (Fenland)	Wald ratio	1	-0.0212064624208403	0.106453840908501	0.8421	0.979016813520517	1.20616157557321	0.794648031048713	Fenland	0.988652639769336
AVS (Chen)	GNPI1  (Fenland)	Wald ratio	1	0.129272438922397	0.06023070183534	0.0318500000000001	1.13800011746238	1.28059474496252	1.01128344656943	Fenland	0.632125747126437
AVS (Chen)	FHR4  (Fenland)	Wald ratio	1	0.0161901019382131	0.022358712470047	0.469	1.01632187180064	1.06185053992255	0.972745323626893	Fenland	0.926066920514364
AVS (Chen)	CRLD2  (Fenland)	Wald ratio	1	0.046002205315542	0.116524077898787	0.693	1.04707672008896	1.31572704397504	0.833280476199625	Fenland	0.977502008569898
AVS (Chen)	GRN  (Fenland)	Wald ratio	1	0.107107392674396	0.0666780554813144	0.1082	1.11305378188341	1.2684508863567	0.976694277003781	Fenland	0.725298591549296
AVS (Chen)	SOD3  (Fenland)	Wald ratio	1	0.19765710118778	0.127403626636846	0.1208	1.21854448471902	1.56419014277212	0.949277597803833	Fenland	0.729680743582208
AVS (Chen)	Marapsin  (Fenland)	Wald ratio	1	0.00442146349184646	0.0883796098322432	0.9601	1.0044312525836	1.19440182924913	0.844675649735829	Fenland	0.99753443345862
AVS (Chen)	AK1C4  (Fenland)	Wald ratio	1	0.0514147950745585	0.0276543837616704	0.0630000000000001	1.05275948217738	1.11139656064882	0.997216085199491	Fenland	0.676783575883576
AVS (Chen)	SNX8  (Fenland)	Wald ratio	1	0.0773634301243077	0.115128539457139	0.5016	1.08043466755409	1.35393527082894	0.862182333235187	Fenland	0.936632723573539
AVS (Chen)	SYDM  (Fenland)	Wald ratio	1	-0.0493185871830586	0.0824229863582452	0.5496	0.951877825311643	1.11877066962543	0.809881255309792	Fenland	0.947620512820513
AVS (Chen)	HOME2  (Fenland)	Wald ratio	1	-0.171580853695874	0.136184459674501	0.2077	0.842332159598396	1.1000335587199	0.645001656057988	Fenland	0.800627483196415
AVS (Chen)	ICAM4  (Fenland)	Wald ratio	1	0.207677743159409	0.137840594290712	0.1319	1.23081646660631	1.61259600833684	0.939422624536721	Fenland	0.729680743582208
AVS (Chen)	Kininostatin  (Fenland)	Wald ratio	1	0.0716129763908117	0.0574787724619547	0.2128	1.07423950754839	1.20234205889392	0.959785537769012	Fenland	0.806638648052902
AVS (Chen)	DAF  (Fenland)	Wald ratio	1	-0.00291737475127203	0.0303016578743904	0.9233	0.997086876651131	1.05809897126759	0.93959286095788	Fenland	0.996209566486036
AVS (Chen)	HTAI2  (Fenland)	Wald ratio	1	0.00246509762884385	0.0166357305398958	0.8822	1.00246813848016	1.03569337451815	0.970308774192373	Fenland	0.991130182926829
AVS (Chen)	PECR  (Fenland)	Wald ratio	1	-0.0124986128013945	0.0460119356993946	0.7859	0.987579170461379	1.08078192215601	0.902413889365928	Fenland	0.987182264760148
AVS (Chen)	Coagulation Factor XI  (Fenland)	Wald ratio	1	-0.0252549888910868	0.0308240736729623	0.4126	0.975061250539704	1.03578562371394	0.917896928222498	Fenland	0.900412751860948
AVS (Chen)	Transgelin-2  (Fenland)	Wald ratio	1	-0.00992213413976886	0.105119387039983	0.9248	0.990126927832604	1.21666299906984	0.805770648050224	Fenland	0.996209566486036
AVS (Chen)	PAPD1  (Fenland)	Wald ratio	1	0.109467532232779	0.0945187384852069	0.2468	1.11568384658367	1.34275605562864	0.927011604460771	Fenland	0.835855646687697
AVS (Chen)	DCAK1  (Fenland)	Wald ratio	1	-0.00153084188266323	0.0992997335732174	0.9877	0.998470329258085	1.21300000722818	0.82188210426054	Fenland	0.99753443345862
AVS (Chen)	GGH  (Fenland)	Wald ratio	1	-0.00507776713401244	0.0308113602778671	0.8691	0.994935102932573	1.05687083416619	0.936628987238936	Fenland	0.989054
AVS (Chen)	Granzyme K  (Fenland)	Wald ratio	1	0.0803946868240115	0.112565172948402	0.4751	1.08371471119427	1.35123964383213	0.869155653195731	Fenland	0.926345104633782
AVS (Chen)	EPHA4  (Fenland)	Wald ratio	1	-0.039030911349794	0.10771983207338	0.7171	0.961720980593259	1.18779655884672	0.778674797148168	Fenland	0.978082925543811
AVS (Chen)	Nephronectin  (Fenland)	Wald ratio	1	-0.0394010713896725	0.0994618954859521	0.692	0.961365055795363	1.1682936246298	0.791087746282348	Fenland	0.977502008569898
AVS (Chen)	KS6A1  (Fenland)	Wald ratio	1	0.00432259551656348	0.0754276878118768	0.9543	1.00433195140828	1.16434752253449	0.866307222798847	Fenland	0.99753443345862
AVS (Chen)	AGO61  (Fenland)	Wald ratio	1	-0.0288508768517781	0.032048482614394	0.368	0.971561335949598	1.03454751657518	0.912409932254252	Fenland	0.887631310894597
AVS (Chen)	Glutaminyl cyclase  (Fenland)	Wald ratio	1	-0.00710162900359091	0.0728096348547222	0.9223	0.992923527976588	1.14522973100311	0.860872806319767	Fenland	0.996209566486036
AVS (Chen)	IL1RAP  (Zheng)	Wald ratio	1	-0.0162405083964809	0.0145852903647134	0.2655	0.983890657632396	1.01242319539201	0.956162235893349	Zheng	0.841347972972973
AVS (Chen)	PDCD1LG2  (Zheng)	Wald ratio	1	-0.0209667007738824	0.0392378301048243	0.5931	0.979251572346083	1.05753364415032	0.906764193504913	Zheng	0.966582587201036
AVS (Chen)	SERPINF2  (Zheng)	Wald ratio	1	0.0150724690745517	0.0879966460063073	0.864	1.01518663158571	1.20628561092652	0.854361427853523	Zheng	0.988817859516951
AVS (Chen)	NID2  (Zheng)	Wald ratio	1	0.0652667391494957	0.0996278695117724	0.5124	1.06744371544217	1.297627196701	0.878092019444269	Zheng	0.940618527738265
AVS (Chen)	S100A7  (Zheng)	Wald ratio	1	0.00248717634130689	0.0280322342483847	0.9293	1.00249027193028	1.05911150676106	0.948896068921256	Zheng	0.996373846422125
AVS (Chen)	IL6ST  (Zheng)	Wald ratio	1	0.00838774191787684	0.0636750514920499	0.8952	1.00842301758387	1.14246800936945	0.890105433196515	Zheng	0.99233708637731
AVS (Chen)	FETUB  (Zheng)	Wald ratio	1	-0.0632645274080637	0.0568166635862783	0.2655	0.938695130253991	1.04927152032715	0.839771718275385	Zheng	0.841347972972973
AVS (Chen)	LYZ  (Zheng)	Wald ratio	1	0.0120724540572528	0.0321171387678141	0.707	1.01214562026619	1.07790791422602	0.950395430911751	Zheng	0.977502008569898
AVS (Chen)	CA6  (Zheng)	Wald ratio	1	-0.00948945876872997	0.0211914490738574	0.6543	0.990555424061677	1.03256477650065	0.950255199933591	Zheng	0.977502008569898
AVS (Chen)	RNASE2  (Zheng)	Wald ratio	1	0.0240228929344789	0.058727919292408	0.6825	1.02431376717017	1.14927305308684	0.912941176856308	Zheng	0.977502008569898
AVS (Chen)	RELT  (Zheng)	Wald ratio	1	-0.032950190350223	0.0417156324090681	0.4296	0.967586753546083	1.05002339951295	0.891622154393998	Zheng	0.913809856617416
AVS (Chen)	NQO2  (Zheng)	Wald ratio	1	0.024497885490871	0.039720968628483	0.5374	1.02480042415506	1.1077722138285	0.948043195377502	Zheng	0.946089827077148
AVS (Chen)	FN1  (Zheng)	Wald ratio	1	-0.0496504219423135	0.0220033927486627	0.02404	0.951562011564528	0.993497461447145	0.911396653730558	Zheng	0.613972079207923
AVS (Chen)	TNC  (Zheng)	Wald ratio	1	0.0346527576102514	0.0228389744130246	0.1292	1.03526016016595	1.08265585502559	0.989939318437882	Zheng	0.729680743582208
AVS (Chen)	ITIH1  (Zheng)	Wald ratio	1	0.000619031442580367	0.0214716181287162	0.977	1.00061922308209	1.04362831188954	0.959382586879623	Zheng	0.99753443345862
AVS (Chen)	RFESD  (Zheng)	Wald ratio	1	0.0709740731688511	0.0625880834621979	0.2568	1.07355339167002	1.21366743883754	0.949615065779544	Zheng	0.835855646687697
AVS (Chen)	ACE  (Zheng)	Wald ratio	1	0.040263046630604	0.0240241615396372	0.09375	1.04108459197148	1.0912790004377	0.99319892273717	Zheng	0.706492352112677
AVS (Chen)	MMP10  (Zheng)	Wald ratio	1	-0.0939516261866155	0.0598720881188154	0.1166	0.910326797154294	1.02367353931717	0.80953042721996	Zheng	0.729680743582208
AVS (Chen)	UROS  (Zheng)	Wald ratio	1	0.0609718737704654	0.0730485281199412	0.4039	1.06286901926878	1.22647841890332	0.921084737170925	Zheng	0.895491235570757
AVS (Chen)	CPB1  (Zheng)	Wald ratio	1	0.0248911703630081	0.065655413674619	0.7046	1.0252035419237	1.16599614432067	0.901411473350328	Zheng	0.977502008569898
AVS (Chen)	QPCTL  (Zheng)	Wald ratio	1	-0.049968345309727	0.0596368773417692	0.4021	0.951259535850105	1.06920986768968	0.846320943989259	Zheng	0.895310271903323
AVS (Chen)	THBS4  (Zheng)	Wald ratio	1	0.160527951054228	0.0803270092762393	0.04567	1.17413059086979	1.37433350399669	1.00309178260385	Zheng	0.656299526462396
AVS (Chen)	NTM  (Zheng)	Wald ratio	1	0.0224756710249024	0.0369219204408022	0.5427	1.02273015188537	1.0994858210232	0.951332835381238	Zheng	0.946089827077148
AVS (Chen)	AKR1A1  (Zheng)	Wald ratio	1	0.0284379521430871	0.0261544197778709	0.2769	1.02884617115397	1.08296279621967	0.97743380252139	Zheng	0.849014880768441
AVS (Chen)	POMGNT2  (Zheng)	Wald ratio	1	-0.0504343040474277	0.0542787650562759	0.3528	0.950816391409085	1.05754700007166	0.854857335050771	Zheng	0.886072573635925
AVS (Chen)	IL18R1  (Zheng)	Wald ratio	1	0.026852126400354	0.0184289861151125	0.1451	1.0272158934203	1.06499801912803	0.990774135485433	Zheng	0.754607762096774
AVS (Chen)	COLEC12  (Zheng)	Wald ratio	1	-0.0347753214701211	0.0799781131468636	0.6637	0.965822391436854	1.12973351818446	0.825692853036599	Zheng	0.977502008569898
AVS (Chen)	RMDN1  (Zheng)	Wald ratio	1	-0.0570323423378861	0.0444135641545629	0.1991	0.944563519479997	1.03047333312445	0.865815944627346	Zheng	0.790281197237145
AVS (Chen)	NTRK3  (Zheng)	Wald ratio	1	0.136385325393605	0.0891838698640433	0.1262	1.14612343898532	1.365042700175	0.962313440614815	Zheng	0.729680743582208
AVS (Chen)	KIAA2013  (Zheng)	Wald ratio	1	0.0647934596273769	0.0784920041365513	0.4091	1.06693863572201	1.24438046518094	0.914799037954057	Zheng	0.897341369047619
AVS (Chen)	CTRB1  (Zheng)	Wald ratio	1	0.0348384553158622	0.026822815464469	0.194	1.03545242345327	1.09134531989009	0.982422063571252	Zheng	0.784135731039875
AVS (Chen)	LCT  (Zheng)	Wald ratio	1	-0.0344821978461395	0.0204498198988361	0.0917600000000001	0.966105538292843	1.00561515537271	0.928148214685744	Zheng	0.706492352112677
AVS (Chen)	IGDCC4  (Zheng)	Wald ratio	1	0.0724059177505372	0.074885523283561	0.3336	1.07509165429072	1.24505728808771	0.928328420052696	Zheng	0.877828332208051
AVS (Chen)	EDAR  (Zheng)	Wald ratio	1	0.0788437267952965	0.0370680252375298	0.0334200000000001	1.0820352157465	1.16357487654372	1.00620959743761	Zheng	0.637780828491314
AVS (Chen)	H6PD  (Zheng)	Wald ratio	1	-0.0540655548267122	0.0271573457004043	0.0465	0.947369999789955	0.99916319306445	0.898261588028819	Zheng	0.660863636363636
AVS (Chen)	SEMA5A  (Zheng)	Wald ratio	1	0.0136917106417028	0.0171475143719262	0.4246	1.01378587136152	1.04843737229268	0.980279623879464	Zheng	0.908966840613302
AVS (Chen)	IL23R  (Zheng)	Wald ratio	1	0.0188842150625721	0.0673253055125747	0.7791	1.01906364956538	1.16281270268802	0.893085119783167	Zheng	0.987182264760148
AVS (Chen)	CTSH  (Zheng)	Wald ratio	1	0.027544787786555	0.0204923520365845	0.1789	1.02792765268059	1.07005473115548	0.98745907884958	Zheng	0.774062654575433
AVS (Chen)	C4BPA  (Zheng)	Wald ratio	1	0.016954508080416	0.048068192799324	0.7243	1.01709905148452	1.11758283045033	0.925649940518374	Zheng	0.979858851209333
AVS (Chen)	PCBD1  (Zheng)	Wald ratio	1	0.023633552586108	0.0943939080031362	0.8023	1.02391503811691	1.2320083125303	0.850969911987633	Zheng	0.987182264760148
AVS (Chen)	GNPTG  (Zheng)	Wald ratio	1	-0.00116302331784794	0.0900905412608048	0.9897	0.998837652731658	1.19174001609724	0.837159651466367	Zheng	0.99753443345862
AVS (Chen)	CRP  (Zheng)	Wald ratio	1	0.142440513098166	0.0989977754185102	0.1502	1.15308448549353	1.40000548282686	0.949713302551621	Zheng	0.757151787439614
AVS (Chen)	SERPING1  (Zheng)	Wald ratio	1	0.00766009728805997	0.026258304853423	0.7705	1.00768951088901	1.06090930447083	0.957139452049783	Zheng	0.987182264760148
AVS (Chen)	LRRC15  (Zheng)	Wald ratio	1	0.0186246787838982	0.0383594322113559	0.6273	1.01879919989667	1.09835012327892	0.945009963317965	Zheng	0.973926105263158
AVS (Chen)	CASP3  (Zheng)	Wald ratio	1	-0.0336561670282488	0.0524902571140324	0.5214	0.966903900931484	1.07167702747625	0.872373979909015	Zheng	0.945726062521953
AVS (Chen)	SIGLEC9  (Zheng)	Wald ratio	1	-0.00908832673231826	0.0118211327271813	0.442	0.990952847280373	1.01418069897812	0.968256984699592	Zheng	0.91770862667962
AVS (Chen)	SMPDL3A  (Zheng)	Wald ratio	1	-0.0108145074653288	0.0183208425771786	0.555	0.98924375909001	1.02541185740294	0.954351373873359	Zheng	0.948881749742802
